Fund,Account #,Ticker,Description,Broker,Transaction Type,Trade Date,Settle Date,Quantity,Commission,Price,Gross $,Commission $,Fees,Net $,Instrument Type,Call/Put,Contract Size,Exp Date,Strike Price,Currency,Transaction Id,TrdSign,SEC Fee,ORF Fee,OCC Fee,Portfolio,,Custodian
wsfSRC-L/S-US-1,9823_CROS_SRC-L/S-US-1.USD,CSGP,"CoStar Group, Inc.",CROS,Buy to Cover,07/10/2026,07/10/2026,448,0.0000,28.3900,(12718.72),(0.00),0.00,(12718.72),Common Stock,,,,,USD,14e17a74771b26ac1659635b5e8d7916_da60173825a2ac93aaadd669302ff664,1,0.00,0.00,0.00,Default,,cros
wsfTrendli,32500395Trendli.USD,AOS,A. O. Smith Corporation,CFR,Short Sell,07/10/2026,07/13/2026,(4568),0.0065,61.0259,278766.31,(29.69),(5.75),278730.87,Common Stock,,,,,USD,e0cf670235a83fdc78884d999d6a40dd_6361e8980168257a5ca7e5f55d65d1f4,(1),(5.75),0.00,0.00,Default,,cant
wsfCompoundersLO,065448128CompoundersLO.USD,CAT,Caterpillar Inc.,GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,953.4200,953.42,(0.01),(0.02),953.39,Common Stock,,,,,USD,a98029afad7583fe05dffe03f645b410_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,DKS,"Dick's Sporting Goods, Inc.",PREX,Buy to Cover,07/10/2026,07/13/2026,114,0.0600,218.8225,(24945.76),(6.84),0.00,(24952.60),Common Stock,,,,,USD,650673fb34e7dae2628dc4334f967778_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,EW,Edwards Lifesciences Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,2,0.0100,91.1400,(182.28),(0.02),0.00,(182.30),Common Stock,,,,,USD,8941bdfb8bfcbaa00185e3f311bb3403_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,EW,Edwards Lifesciences Corporation,GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,91.1400,(91.14),(0.01),0.00,(91.15),Common Stock,,,,,USD,8941bdfb8bfcbaa00185e3f311bb3403_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SRTA,"Strata Critical Medical, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,79,0.0100,5.1350,(405.66),(0.79),0.00,(406.45),Common Stock,,,,,USD,eb0d2003ec87b6b7f6967e44ad472999_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BATRA,Atlanta Braves Holdings Inc Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,6,0.0100,56.3300,(337.98),(0.06),0.00,(338.04),Common Stock,,,,,USD,f0142a077ab041f11347c355e4cec705_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,VICI,VICI Properties Inc,GSPT,Sell to Close,07/10/2026,07/13/2026,(37),0.0100,25.8600,956.82,(0.37),(0.02),956.43,Common Stock,,,,,USD,83e5119755d46e1c8e8fbf1554faa76d_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GDYN,"Grid Dynamics Holdings, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,62,0.0100,5.8650,(363.63),(0.62),0.00,(364.25),Common Stock,,,,,USD,793f556eba0de0bd3ad3ed055eea9fb4_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,FLGT,"Fulgent Genetics, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(8),0.0100,20.4638,163.71,(0.08),(0.01),163.62,Common Stock,,,,,USD,9cd39bd9bbb21ac12b64bfb0ccc46c2a_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GM,General Motors Company,GSPT,Sell to Close,07/10/2026,07/13/2026,(4),0.0100,78.4700,313.88,(0.04),(0.01),313.83,Common Stock,,,,,USD,daab1f4e81b5ab9a95764edea157ddff_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MAC,Macerich Company,GSPT,Buy to Cover,07/10/2026,07/13/2026,7,0.0100,24.3800,(170.66),(0.07),0.00,(170.73),Common Stock,,,,,USD,982fc7f70354e3997ce2e4550d00af2a_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,LBRDA,Liberty Broadband Corp. Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,3,0.0100,30.3750,(91.13),(0.03),0.00,(91.16),Common Stock,,,,,USD,06d9b4528662517982b1bf56f071fde6_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,AME,"AMETEK, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,234.2700,234.27,(0.01),(0.01),234.25,Common Stock,,,,,USD,107c07403d9492c35c4bd26c9450b30e_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,UHS,"Universal Health Services, Inc. Class B",GSPT,Short Sell,07/10/2026,07/13/2026,(332),0.0100,153.8529,51079.16,(3.32),(1.06),51074.78,Common Stock,,,,,USD,01bd1143e5c69f1e8f8793490ee7eabe_24d570c6fac752d3882c3c281bb5641b,(1),(1.06),0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,SERV,Serve Robotics Inc,PREX,Buy to Open,07/10/2026,07/13/2026,68,0.0300,5.9721,(406.10),(2.04),0.00,(408.14),Common Stock,,,,,USD,9c8e1c9675db5a5b67e281d45ac464fe_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CTO,CTO Realty Growth Inc,GSPT,Buy to Cover,07/10/2026,07/13/2026,10,0.0100,21.1705,(211.71),(0.10),0.00,(211.81),Common Stock,,,,,USD,edd2e4589b6791043a7d4a49c1f78d2f_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PWP,Perella Weinberg Partners Class A,GSPT,Short Sell,07/10/2026,07/13/2026,(2),0.0100,14.9550,29.91,(0.02),(0.01),29.88,Common Stock,,,,,USD,785b0dd130e41501f6dd8f16f67f3c3a_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,WTM,White Mountains Insurance Group Ltd,GSPT,Buy to Cover,07/10/2026,07/13/2026,1,0.0100,2175.8600,(2175.86),(0.01),0.00,(2175.87),Common Stock,,,,,USD,a85c9d9f8f57a675e4437d0bf8c294e6_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,AOS,A. O. Smith Corporation,GSPT,Short Sell,07/10/2026,07/13/2026,(840),0.0100,61.0234,51259.66,(8.40),(1.06),51250.20,Common Stock,,,,,USD,0ab384df05cf308df388792ab2b86f63_24d570c6fac752d3882c3c281bb5641b,(1),(1.06),0.00,0.00,TopWater,,gsco
wsfFCMAlpha,9823_CROS_FCMAlpha.USD,PLTR,Palantir Technologies Inc. Class A,CROS,Sell to Close,07/10/2026,07/10/2026,(104),0.0000,126.7900,13186.16,(0.00),0.00,13186.16,Common Stock,,,,,USD,a61b04e4ce38fa39bd1c48b42ca1554b_78f0ff57c903e9d23322e75246575711,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,BBBY,"Bed Bath & Beyond, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(27),0.0100,5.1600,139.32,(0.27),(0.01),139.04,Common Stock,,,,,USD,26a0094de6b24dea68b416d81df1e6da_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,BBBY,"Bed Bath & Beyond, Inc.",GSPT,Short Sell,07/10/2026,07/13/2026,(200),0.0100,5.1600,1032.00,(2.00),(0.03),1029.97,Common Stock,,,,,USD,26a0094de6b24dea68b416d81df1e6da_3180773ea06483ef201569b94df6ab6a,(1),(0.03),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,RVMD,"Revolution Medicines, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(5),0.0100,187.3600,936.80,(0.05),(0.02),936.73,Common Stock,,,,,USD,3d07dcaa6908e4cf9a6f90850a583277_9544849d94cd73391daf1822dea1cf69,(1),(0.02),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,BEN,"Franklin Resources, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,1,0.0100,34.0000,(34.00),(0.01),0.00,(34.01),Common Stock,,,,,USD,48c03a320a52aacc07ec15d25412c8dd_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,PNR,Pentair plc,CFR,Buy to Cover,07/10/2026,07/13/2026,129,0.0065,76.8250,(9910.43),(0.84),0.00,(9911.26),Common Stock,,,,,USD,49582e957960cba8a3d8f91d8e879996_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
wsfFCMAlpha,065448128FCMAlpha.USD,CRWV,"CoreWeave, Inc. Class A",PREX,Sell to Close,07/10/2026,07/13/2026,(22),0.0500,89.5555,1970.22,(1.10),(0.05),1969.07,Common Stock,,,,,USD,6bb417c05701c3dc01bd7844cf1cd0d2_4fc362f270110ecc7ae7463f13eed099,(1),(0.05),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,FRMI,Fermi Inc.,GSPT,Short Sell,07/10/2026,07/13/2026,(208),0.0100,6.4150,1334.32,(2.08),(0.03),1332.21,Common Stock,,,,,USD,6252dc87a582533fec042aefea1fd8f3_75daddc2f2e8e016bec80ce345b00185,(1),(0.03),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GRC,Gorman-Rupp Company,GSPT,Buy to Cover,07/10/2026,07/13/2026,9,0.0100,80.5047,(724.54),(0.09),0.00,(724.63),Common Stock,,,,,USD,b371d3f5440881d975c5ab39e005caa5_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,GRC,Gorman-Rupp Company,GSPT,Buy to Cover,07/10/2026,07/13/2026,64,0.0100,80.5047,(5152.30),(0.64),0.00,(5152.94),Common Stock,,,,,USD,b371d3f5440881d975c5ab39e005caa5_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GDOT,Green Dot Corporation Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,30,0.0100,13.3400,(400.20),(0.30),0.00,(400.50),Common Stock,,,,,USD,5abca8cfca4585f73ccabe6f17da8a5e_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,CPS,Cooper-Standard Holdings Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,370,0.0100,28.2318,(10445.77),(3.70),0.00,(10449.47),Common Stock,,,,,USD,37e45c2312479f378cc8bc72916e0870_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,CPS,Cooper-Standard Holdings Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,153,0.0100,28.2318,(4319.47),(1.53),0.00,(4321.00),Common Stock,,,,,USD,37e45c2312479f378cc8bc72916e0870_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,PKG,Packaging Corporation of America,CFR,Buy to Open,07/10/2026,07/13/2026,1007,0.0065,230.4972,(232110.68),(6.55),0.00,(232117.23),Common Stock,,,,,USD,ef3c4d8080bc871e8fed6177bcdd5b3f_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
topTrendli,065465783Trendli.USD,PNR,Pentair plc,GSPT,Buy to Cover,07/10/2026,07/13/2026,19,0.0100,76.8500,(1460.15),(0.19),0.00,(1460.34),Common Stock,,,,,USD,6441fb4f4c4dabb8f122364ca8fa8b47_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,PEP,"PepsiCo, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(43),0.0100,136.3350,5862.41,(0.43),(0.13),5861.85,Common Stock,,,,,USD,954a79fd4a33c91347f9598793197582_3180773ea06483ef201569b94df6ab6a,(1),(0.13),0.00,0.00,Default,,gsco
wsfTrendli,32500395Trendli.USD,WAB,Westinghouse Air Brake Technologies Corporation,CFR,Buy to Cover,07/10/2026,07/13/2026,18,0.0065,262.5400,(4725.72),(0.12),0.00,(4725.84),Common Stock,,,,,USD,98222e363ced7ff0a30e67ddd22438e8_6361e8980168257a5ca7e5f55d65d1f4,1,0.00,0.00,0.00,Default,,cant
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,MET,"MetLife, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,91.5200,183.04,(0.02),(0.01),183.01,Common Stock,,,,,USD,2aee595942323597adf9a2b99d5855fd_75daddc2f2e8e016bec80ce345b00185,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,JOUT,Johnson Outdoors Inc. Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,8,0.0100,44.8880,(359.10),(0.08),0.00,(359.18),Common Stock,,,,,USD,855efbff65afab097419f1f3eb48a96d_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2,065448128CompoundersV2.USD,JOUT,Johnson Outdoors Inc. Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,116,0.0100,44.8880,(5207.01),(1.16),0.00,(5208.17),Common Stock,,,,,USD,855efbff65afab097419f1f3eb48a96d_c0988a970718c11d2ed9b306d70d45e3,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,9823_CROS_CompoundersV2AIGr.USD,CSGP,"CoStar Group, Inc.",CROS,Sell to Close,07/10/2026,07/10/2026,(448),0.0000,28.3900,12718.72,(0.00),0.00,12718.72,Common Stock,,,,,USD,ff591aefe7eea01469409f791acf476b_c0b76638d970af94b23906f374bbfcd6,(1),0.00,0.00,0.00,Default,,cros
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PDM,Piedmont Realty Trust Inc Class A,GSPT,Buy to Cover,07/10/2026,07/13/2026,25,0.0100,9.2450,(231.12),(0.25),0.00,(231.37),Common Stock,,,,,USD,f62e0b71401dd3f5d02c835000b951b1_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,FIX,"Comfort Systems USA, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(1),0.0100,1758.4500,1758.45,(0.01),(0.04),1758.40,Common Stock,,,,,USD,ab14d0a1dbe31a1cfc6672a1f8626f37_75daddc2f2e8e016bec80ce345b00185,(1),(0.04),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,LYTS,LSI Industries Inc.,GSPT,Buy to Cover,07/10/2026,07/13/2026,12,0.0100,24.5000,(294.00),(0.12),0.00,(294.12),Common Stock,,,,,USD,e89638499f96d2d919bbb252bbea30c4_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,INSM,Insmed Incorporated,GSPT,Buy to Open,07/10/2026,07/13/2026,12,0.0100,113.9883,(1367.86),(0.12),0.00,(1367.98),Common Stock,,,,,USD,6af6f8829ca2519589890680622366b3_24d570c6fac752d3882c3c281bb5641b,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,UDOW,ProShares UltraPro Dow30,PREX,Short Sell,07/10/2026,07/13/2026,(58),0.0500,71.3487,4138.22,(2.90),(0.09),4135.23,Common Stock,,,,,USD,793d926f05d035e438f50b76aa2abab6_4fc362f270110ecc7ae7463f13eed099,(1),(0.09),0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,WY,Weyerhaeuser Company,GSPT,Buy to Open,07/10/2026,07/13/2026,43,0.0100,23.4550,(1008.56),(0.43),0.00,(1008.99),Common Stock,,,,,USD,c3b7b6fbce4145ca5409db5002022147_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,SAM,"Boston Beer Company, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,2,0.0100,176.3650,(352.73),(0.02),0.00,(352.75),Common Stock,,,,,USD,2f590465abda8c9fcea44d70d7384b73_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,RES,"RPC, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,59,0.0100,5.5800,(329.22),(0.59),0.00,(329.81),Common Stock,,,,,USD,d77e239ada6d93b097d101cb44ba4b12_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DSP,"Viant Technology, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,48,0.0100,13.1450,(630.96),(0.48),0.00,(631.44),Common Stock,,,,,USD,5b9c8529c8555f1902f69e5ec45cb785_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DBRG,"DigitalBridge Group, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,25,0.0100,15.7650,(394.13),(0.25),0.00,(394.38),Common Stock,,,,,USD,0f7518155dcc8c1abf3ebd19f85c0062_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,DBRG,"DigitalBridge Group, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,439,0.0100,15.7650,(6920.84),(4.39),0.00,(6925.23),Common Stock,,,,,USD,0f7518155dcc8c1abf3ebd19f85c0062_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,BAC,Bank of America Corp,GSPT,Buy to Open,07/10/2026,07/13/2026,17,0.0100,59.7432,(1015.63),(0.17),0.00,(1015.80),Common Stock,,,,,USD,3d4ff50409415ff9aebe25f6ed65a5c5_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,DFIN,"Donnelley Financial Solutions, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,12,0.0100,44.8100,(537.72),(0.12),0.00,(537.84),Common Stock,,,,,USD,8f7ed83062c89c1151ecb904deed1e59_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topTrendli,065465783Trendli.USD,CHRW,"C.H. Robinson Worldwide, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(2),0.0100,193.2300,386.46,(0.02),(0.01),386.43,Common Stock,,,,,USD,77689c103e8737799b103bd8267eb741_24d570c6fac752d3882c3c281bb5641b,(1),(0.01),0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,UVE,"Universal Insurance Holdings, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,7,0.0100,41.6600,(291.62),(0.07),0.00,(291.69),Common Stock,,,,,USD,cf6e48534221c013dc759ad8c38edbef_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,OMDA,"Omada Health, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(417),0.0500,23.0394,9607.43,(20.85),(0.20),9586.38,Common Stock,,,,,USD,4a124961d8e682fcba645c799fbbcdf7_4fc362f270110ecc7ae7463f13eed099,(1),(0.20),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CLBK,"Columbia Financial, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,17,0.0100,21.1850,(360.14),(0.17),0.00,(360.31),Common Stock,,,,,USD,28b96f1d17f67ddfbca4dcb762428700_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfTrendli,32500395Trendli.USD,CI,Cigna Group,CFR,Sell to Close,07/10/2026,07/13/2026,(3),0.0065,290.7500,872.25,(0.02),(0.02),872.21,Common Stock,,,,,USD,8eaf12310f7eea7eaeebe410d5a36920_6361e8980168257a5ca7e5f55d65d1f4,(1),(0.02),0.00,0.00,Default,,cant
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,TMO,Thermo Fisher Scientific Inc.,GSPT,Buy to Open,07/10/2026,07/13/2026,26,0.0100,524.8100,(13645.06),(0.26),0.00,(13645.32),Common Stock,,,,,USD,2c724d05b5b57fedc4720b2d27c96d72_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,CMG,"Chipotle Mexican Grill, Inc.",GSPT,Sell to Close,07/10/2026,07/13/2026,(29),0.0100,35.3850,1026.16,(0.29),(0.03),1025.85,Common Stock,,,,,USD,a5538868dc80b2e2b7fc96378f76e0d4_9544849d94cd73391daf1822dea1cf69,(1),(0.03),0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,PEP,"PepsiCo, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,3,0.0100,136.3900,(409.17),(0.03),0.00,(409.20),Common Stock,,,,,USD,2f76be7338e72407f20e682b8703995b_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,CWH,"Camping World Holdings, Inc. Class A",GSPT,Buy to Cover,07/10/2026,07/13/2026,93,0.0100,6.4500,(599.85),(0.93),0.00,(600.78),Common Stock,,,,,USD,4da15e9258fe650b4480995abef5e011_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,GRPN,"Groupon, Inc.",GSPT,Buy to Cover,07/10/2026,07/13/2026,25,0.0100,26.4900,(662.25),(0.25),0.00,(662.50),Common Stock,,,,,USD,f181e53fb6b29d8bf180b55763b8a4ec_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfCompoundersLO,065448128CompoundersLO.USD,WMT,Walmart Inc.,GSPT,Buy to Open,07/10/2026,07/13/2026,9,0.0100,113.6200,(1022.58),(0.09),0.00,(1022.67),Common Stock,,,,,USD,e9cef6517f06a043b14d7fa2802e9663_9544849d94cd73391daf1822dea1cf69,1,0.00,0.00,0.00,Default,,gsco
wsfCompoundersV2AIGr,065448128CompoundersV2AIGr.USD,AVGO,Broadcom Inc.,GSPT,Buy to Open,07/10/2026,07/13/2026,64,0.0100,401.5013,(25696.08),(0.64),0.00,(25696.72),Common Stock,,,,,USD,a137791f1c1677f40f5bf81b0028f1d0_3180773ea06483ef201569b94df6ab6a,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,XLF,State Street Financial Select Sector SPDR ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,364,0.0500,55.6763,(20266.17),(18.20),0.00,(20284.37),Common Stock,,,,,USD,155aea71587be737739e2e39d822d84f_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,FWRG,"First Watch Restaurant Group, Inc.",PREX,Sell to Close,07/10/2026,07/13/2026,(1485),0.0400,12.5037,18567.99,(59.40),(0.39),18508.20,Common Stock,,,,,USD,e5fe6eb99af95586416077c6aacef862_4fc362f270110ecc7ae7463f13eed099,(1),(0.39),0.00,0.00,Default,,gsco
wsfTMT,065448128TMT.USD,FLEX,Flex Ltd,CROS,Buy to Open,07/10/2026,07/10/2026,7,0.0000,135.8000,(950.60),(0.00),0.00,(950.60),Common Stock,,,,,USD,8718d33a5b8a2d7f0010863d071fff2c_aaeb43ff07d7bcb3d902bc50e28d72fd,1,0.00,0.00,0.00,Default,,gsco
topQuantimentS6Gr41r,065465783QuantimentS6Gr41r.USD,NFLX,"Netflix, Inc.",GSPT,Buy to Open,07/10/2026,07/13/2026,5,0.0100,72.8950,(364.47),(0.05),0.00,(364.52),Common Stock,,,,,USD,6d8d5d45c12124055871e7110268aa42_75daddc2f2e8e016bec80ce345b00185,1,0.00,0.00,0.00,TopWater,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,ARCT,"Arcturus Therapeutics Holdings, Inc.",PREX,Buy to Open,07/10/2026,07/13/2026,352,0.0300,6.9521,(2447.14),(10.56),0.00,(2457.70),Common Stock,,,,,USD,2ae4c91b2ce0faa702e2c71cc058bd2e_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,HYG,iShares iBoxx $ High Yield Corporate Bond ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,321,0.0500,79.6826,(25578.11),(16.05),0.00,(25594.16),Common Stock,,,,,USD,85bd94e15d15e7568c7dc263a250a35a_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
wsfFCMAlpha,065448128FCMAlpha.USD,AIQ,Global X Artificial Intelligence & Technology ETF,PREX,Buy to Cover,07/10/2026,07/13/2026,273,0.0500,63.4880,(17332.22),(13.65),0.00,(17345.87),Common Stock,,,,,USD,c836dfba1bc5eeb87c1606d0510c2b17_4fc362f270110ecc7ae7463f13eed099,1,0.00,0.00,0.00,Default,,gsco
